user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name,prod_type,prod_typedesc
1,Domestic,M,201703,ELEC_LOCAL,Terajoule,2531,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201703,ELEC_LOCAL,Terajoule,7492,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201703,ELEC_LOCAL,Terajoule,861,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201703,ELEC_LOCAL,Terajoule,33,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201704,ELEC_LOCAL,Terajoule,11449.3104,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201704,ELEC_LOCAL,Terajoule,2614,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201704,ELEC_LOCAL,Terajoule,7939,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201704,ELEC_LOCAL,Terajoule,868,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201704,ELEC_LOCAL,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201705,ELEC_LOCAL,Terajoule,13518.0936,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201705,ELEC_LOCAL,Terajoule,3128,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201705,ELEC_LOCAL,Terajoule,9336,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201705,ELEC_LOCAL,Terajoule,1021,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201705,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201706,ELEC_LOCAL,Terajoule,15969,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201706,ELEC_LOCAL,Terajoule,4685,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201706,ELEC_LOCAL,Terajoule,10183,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201706,ELEC_LOCAL,Terajoule,1073,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201706,ELEC_LOCAL,Terajoule,28,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201707,ELEC_LOCAL,Terajoule,16349,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201707,ELEC_LOCAL,Terajoule,4847,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201707,ELEC_LOCAL,Terajoule,10447,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201707,ELEC_LOCAL,Terajoule,1024,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201707,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201708,ELEC_LOCAL,Terajoule,17083,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201708,ELEC_LOCAL,Terajoule,5574,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201708,ELEC_LOCAL,Terajoule,10423,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201708,ELEC_LOCAL,Terajoule,1055,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201708,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201709,ELEC_LOCAL,Terajoule,16259,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201709,ELEC_LOCAL,Terajoule,5244,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201709,ELEC_LOCAL,Terajoule,9953,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201709,ELEC_LOCAL,Terajoule,1031,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201709,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,Y,2018,ELEC_LOCAL,Terajoule,159116,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,Y,2018,ELEC_LOCAL,Terajoule,41965,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,Y,2018,ELEC_LOCAL,Terajoule,105689,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,Y,2018,ELEC_LOCAL,Terajoule,11081,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,Y,2018,ELEC_LOCAL,Terajoule,382,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201801,ELEC_LOCAL,Terajoule,10954,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201801,ELEC_LOCAL,Terajoule,2592,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201801,ELEC_LOCAL,Terajoule,7503,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201801,ELEC_LOCAL,Terajoule,821,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201801,ELEC_LOCAL,Terajoule,38,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201810,ELEC_LOCAL,Terajoule,13014,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201810,ELEC_LOCAL,Terajoule,3315,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201810,ELEC_LOCAL,Terajoule,8790,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201810,ELEC_LOCAL,Terajoule,874,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201810,ELEC_LOCAL,Terajoule,35,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201811,ELEC_LOCAL,Terajoule,11688,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201811,ELEC_LOCAL,Terajoule,2627,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201811,ELEC_LOCAL,Terajoule,8164,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201811,ELEC_LOCAL,Terajoule,864,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201811,ELEC_LOCAL,Terajoule,33,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201812,ELEC_LOCAL,Terajoule,11082,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201812,ELEC_LOCAL,Terajoule,2266,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201812,ELEC_LOCAL,Terajoule,7911,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201812,ELEC_LOCAL,Terajoule,871,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201812,ELEC_LOCAL,Terajoule,34,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201802,ELEC_LOCAL,Terajoule,9787.3344,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201802,ELEC_LOCAL,Terajoule,2615,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201802,ELEC_LOCAL,Terajoule,6372,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201802,ELEC_LOCAL,Terajoule,769,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201802,ELEC_LOCAL,Terajoule,32,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201803,ELEC_LOCAL,Terajoule,11151,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201803,ELEC_LOCAL,Terajoule,2744,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201803,ELEC_LOCAL,Terajoule,7556,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201803,ELEC_LOCAL,Terajoule,820,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201803,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201804,ELEC_LOCAL,Terajoule,11593,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201804,ELEC_LOCAL,Terajoule,2530,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201804,ELEC_LOCAL,Terajoule,8152,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201804,ELEC_LOCAL,Terajoule,880,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201804,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201805,ELEC_LOCAL,Terajoule,15627,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201805,ELEC_LOCAL,Terajoule,4067,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201805,ELEC_LOCAL,Terajoule,10418,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201805,ELEC_LOCAL,Terajoule,1113,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201805,ELEC_LOCAL,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201806,ELEC_LOCAL,Terajoule,15784,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201806,ELEC_LOCAL,Terajoule,4288,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201806,ELEC_LOCAL,Terajoule,10417,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201806,ELEC_LOCAL,Terajoule,1051,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201806,ELEC_LOCAL,Terajoule,28,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201807,ELEC_LOCAL,Terajoule,16746,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201807,ELEC_LOCAL,Terajoule,5370,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201807,ELEC_LOCAL,Terajoule,10334,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201807,ELEC_LOCAL,Terajoule,1013,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201807,ELEC_LOCAL,Terajoule,30,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201808,ELEC_LOCAL,Terajoule,16580,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201808,ELEC_LOCAL,Terajoule,5040,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201808,ELEC_LOCAL,Terajoule,10452,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201808,ELEC_LOCAL,Terajoule,1058,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201808,ELEC_LOCAL,Terajoule,31,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,M,201809,ELEC_LOCAL,Terajoule,15109,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,M,201809,ELEC_LOCAL,Terajoule,4511,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
2,Commercial,M,201809,ELEC_LOCAL,Terajoule,9621,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
3,Industrial,M,201809,ELEC_LOCAL,Terajoule,948,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
4,Street lighting,M,201809,ELEC_LOCAL,Terajoule,29,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,Total,Y,2019,ELEC_LOCAL,Terajoule,161291,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
1,Domestic,Y,2019,ELEC_LOCAL,Terajoule,42937,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
